CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C18095,465.003141,1.0,500.0,500.0,0.0,0.0,0.11111099999999999,0.11111099999999999,0.0,0.0,0,1,1000.0,357.651724,0.0,9
C13154,1207.886609,1.0,143.0,0.0,143.0,1358.395174,0.166667,0.0,0.083333,0.166667,2,2,3000.0,235.957305,0.0,12
C10509,327.44597799999997,1.0,4305.05,2905.71,1399.34,0.0,1.0,0.916667,0.916667,0.0,0,38,9500.0,197.534405,0.666667,12
C12774,4659.388091,1.0,1754.19,764.16,990.03,1248.153277,1.0,0.5,1.0,0.333333,10,32,9500.0,1060.4567769999999,0.0,12
C12219,4223.867789,1.0,2514.74,1597.67,917.07,3444.750251,1.0,1.0,0.833333,0.333333,11,53,5500.0,1676.595311,0.0,6
C15124,2133.901379,1.0,303.03,9.03,294.0,0.0,1.0,0.083333,1.0,0.0,0,13,3000.0,615.208288,0.0,12
C12025,1075.825135,1.0,32.0,32.0,0.0,1859.4210600000001,0.083333,0.083333,0.0,0.666667,23,1,9000.0,385.237167,0.0,12
C17006,300.11949,1.0,2811.86,2006.8,805.06,0.0,1.0,0.916667,0.583333,0.0,0,51,800.0,189.395585,1.0,12
C17013,599.116168,1.0,947.07,815.07,132.0,508.477816,0.666667,0.583333,0.416667,0.333333,5,17,3000.0,208.064056,0.0,12
C12527,1487.6575070000001,1.0,4115.98,3975.98,140.0,0.0,0.75,0.666667,0.25,0.0,0,31,5000.0,474.667356,0.083333,12
C13691,1.869435,0.454545,0.24,0.24,0.0,0.0,0.083333,0.083333,0.0,0.0,0,0,3000.0,53.294711,0.0,12
C19182,5967.47527,0.833333,214.55,0.0,214.55,8555.409326,0.833333,0.0,0.666667,0.666667,13,5,9000.0,861.949906,0.0,6
C18925,2898.484109,1.0,0.0,0.0,0.0,3021.097135,0.0,0.0,0.0,0.272727,5,0,3000.0,13916.085930000001,0.0,11
C11984,817.793943,1.0,478.28,189.03,289.25,945.5475560000001,0.545455,0.181818,0.363636,0.090909,1,7,2400.0,259.501896,0.0,11
C14631,6416.448101,1.0,0.0,0.0,0.0,3580.392989,0.0,0.0,0.0,0.25,9,0,7500.0,2302.0226789999997,0.0,12
C13188,380.351858,0.909091,1216.21,1216.21,0.0,145.05819499999998,0.166667,0.166667,0.0,0.083333,1,9,3000.0,135.474623,0.11111099999999999,12
C14867,996.223227,1.0,0.0,0.0,0.0,1398.39554,0.0,0.0,0.0,0.083333,1,0,8000.0,226.016919,0.0,12
C10794,56.72026700000001,0.818182,260.0,260.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5500.0,92.072121,0.0,12
C11798,1133.572488,1.0,4063.49,2807.0,1256.49,391.73075,1.0,0.75,1.0,0.083333,1,44,1600.0,284.02401499999996,0.083333,12
C13982,64.677565,1.0,363.71,363.71,0.0,0.0,1.0,1.0,0.0,0.0,0,12,6000.0,171.000625,0.083333,12
C10365,36.567901,0.090909,1098.31,1098.31,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4800.0,,0.0,12
C14998,31.111548,1.0,110.0,110.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,8000.0,73.146612,0.0,12
C13809,72.02566,1.0,222.6,222.6,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,7500.0,147.64645,0.0,12
C18794,3.229304,0.545455,190.2,0.0,190.2,0.0,0.666667,0.0,0.583333,0.0,0,8,1500.0,,0.0,12
C17634,38.068219,0.727273,799.92,0.0,799.92,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,85.990408,0.333333,12
C18466,56.13816,1.0,555.1,112.0,443.1,0.0,0.916667,0.083333,0.916667,0.0,0,39,2700.0,165.122729,0.583333,12
C15355,72.76697,1.0,0.0,0.0,0.0,952.855308,0.0,0.0,0.0,0.083333,1,0,2500.0,56.782520999999996,0.090909,12
C16252,528.095171,1.0,868.74,677.74,191.0,0.0,0.9,0.6,0.6,0.0,0,22,600.0,173.59846399999998,0.0,10
C11119,85.79793000000001,1.0,931.98,289.03,642.95,0.0,1.0,1.0,0.75,0.0,0,23,7500.0,186.610054,0.416667,12
C14416,5686.466725,0.909091,177.35,177.35,0.0,0.0,0.090909,0.090909,0.0,0.0,0,1,8000.0,1724.3378739999998,0.0,11
C12587,1115.208504,1.0,30.0,30.0,0.0,1484.671104,0.083333,0.083333,0.0,0.416667,11,1,1500.0,570.913732,0.083333,12
C13490,2640.820976,0.9,1167.86,0.0,1167.86,3463.175221,0.8,0.0,0.7,0.6,15,13,8000.0,641.479689,0.0,10
C13159,0.0,0.0,63.3,0.0,63.3,0.0,0.25,0.0,0.25,0.0,0,3,2700.0,,0.0,12
C13829,784.959164,1.0,0.0,0.0,0.0,397.99279900000005,0.0,0.0,0.0,0.083333,2,0,3500.0,279.341188,0.0,12
C10471,9601.071318,1.0,238.34,0.0,238.34,4809.11955,0.833333,0.0,0.833333,1.0,8,5,15000.0,1206.257247,0.0,6
C11628,5805.32079,1.0,1724.75,1638.97,85.78,1878.0589670000002,0.833333,0.75,0.666667,0.083333,1,29,7500.0,1419.470367,0.0,12
C15800,379.198083,1.0,40.0,0.0,40.0,0.0,0.166667,0.0,0.166667,0.0,0,3,2900.0,212.520426,0.0,12
C15837,25.383910999999998,1.0,401.16,0.0,401.16,0.0,0.916667,0.0,0.833333,0.0,0,11,2500.0,164.819559,1.0,12
C12845,267.88448999999997,0.454545,129.0,129.0,0.0,2496.7878140000003,0.083333,0.083333,0.0,0.25,3,1,12000.0,72.930255,0.090909,12
C10709,2705.5919949999998,1.0,818.02,326.02,492.0,2758.007287,1.0,0.083333,1.0,0.083333,3,14,3000.0,1002.6275189999999,0.083333,12
C16178,2136.215769,1.0,1846.03,507.32,1338.71,187.819777,1.0,0.333333,1.0,0.083333,1,33,4500.0,521.999553,0.0,12
C17976,352.58799,1.0,281.81,183.81,98.0,0.0,0.666667,0.416667,0.583333,0.0,0,15,1600.0,175.210164,0.083333,12
C17951,342.76107,1.0,20.0,20.0,0.0,148.074839,0.083333,0.083333,0.0,0.25,3,1,500.0,198.24132600000002,0.0,12
C18010,972.6041560000001,1.0,0.0,0.0,0.0,803.573286,0.0,0.0,0.0,0.166667,2,0,1200.0,230.564527,0.0,12
C17297,2666.1475760000003,1.0,0.0,0.0,0.0,2704.302935,0.0,0.0,0.0,0.166667,2,0,3000.0,807.751154,0.0,12
C15599,4837.8357049999995,0.909091,1283.4,1140.9,142.5,6312.335558,0.818182,0.818182,0.090909,1.0,24,34,4500.0,6825.442029999999,0.0,11
C14565,62.440728,1.0,709.01,709.01,0.0,0.0,1.0,1.0,0.0,0.0,0,12,2000.0,170.42220700000001,0.916667,12
C17100,311.987575,0.363636,684.24,0.0,684.24,0.0,1.0,0.0,1.0,0.0,0,37,1000.0,508.095621,0.0,12
C11057,445.40909400000004,1.0,307.11,163.29,143.82,0.0,0.833333,0.25,0.666667,0.0,0,12,1500.0,171.370838,0.0,12
C11800,3790.9146630000005,1.0,2655.68,1607.63,1048.05,6263.883768,0.833333,0.333333,1.0,0.5,11,111,8300.0,1192.462873,0.083333,12
C12472,4587.892398,1.0,140.6,140.6,0.0,953.9340179999999,0.083333,0.083333,0.0,0.25,3,2,5500.0,1489.130441,0.0,12
C17101,3270.441222,1.0,848.0,848.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,4500.0,1134.793009,0.0,12
C18546,254.260019,1.0,2184.72,0.0,2184.72,0.0,1.0,0.0,1.0,0.0,0,41,4000.0,188.392562,0.5,12
C18294,2064.106212,1.0,0.0,0.0,0.0,1497.565331,0.0,0.0,0.0,0.166667,4,0,3000.0,647.5084820000001,0.0,12
C15740,997.9876300000001,1.0,952.29,152.29,800.0,274.949525,1.0,0.083333,1.0,0.083333,2,17,1200.0,580.934766,0.0,12
C16500,305.72029,1.0,1125.8,430.88,694.92,0.0,1.0,0.333333,1.0,0.0,0,17,3000.0,204.442058,0.083333,12
C18405,1021.334556,1.0,300.0,0.0,300.0,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,1127.577542,0.0,12
C11656,705.232653,1.0,1902.4,1669.8,232.6,0.0,1.0,1.0,0.833333,0.0,0,29,900.0,618.2282230000001,0.0,12
C17693,1450.599152,1.0,2763.84,1434.43,1329.41,0.0,1.0,0.714286,0.857143,0.0,0,98,2000.0,1339.665316,0.0,7
C12121,1262.645703,1.0,329.9,257.0,72.9,0.0,0.333333,0.166667,0.166667,0.0,0,6,1800.0,271.464874,0.0,12
C12769,2241.092286,0.909091,1260.0,0.0,1260.0,2992.621714,0.333333,0.0,0.25,0.166667,2,4,6000.0,654.524925,0.11111099999999999,12
C13212,607.20006,1.0,549.08,216.95,332.13,67.423321,1.0,0.333333,1.0,0.083333,1,33,4500.0,206.952931,0.0,12
C10445,8647.057641,1.0,0.0,0.0,0.0,5105.254316,0.0,0.0,0.0,0.416667,14,0,10000.0,1886.2233609999998,0.0,12
C11996,1663.967468,1.0,0.0,0.0,0.0,2123.721395,0.0,0.0,0.0,0.333333,9,0,2500.0,391.114652,0.0,12
C13510,4146.601225,1.0,521.32,200.0,321.32,2054.006911,0.666667,0.083333,0.666667,0.416667,8,9,5000.0,1070.072907,0.0,12
C18118,2091.582046,1.0,179.23,0.0,179.23,2682.810269,0.416667,0.0,0.416667,0.25,14,5,6000.0,1281.740206,0.090909,12
C19035,1478.089943,0.8,245.01,245.01,0.0,4377.526126,0.1,0.1,0.0,0.6,22,1,2500.0,966.6119259999999,0.0,10
C10954,1894.11023,1.0,678.0,678.0,0.0,0.0,1.0,1.0,0.0,0.0,0,12,2000.0,1111.413896,0.0,12
C17356,4408.9666130000005,1.0,505.79,112.49,393.3,1601.520906,0.916667,0.166667,0.75,0.416667,5,12,5000.0,1190.58657,0.0,12
C17522,1609.5146140000002,1.0,0.0,0.0,0.0,136.209339,0.0,0.0,0.0,0.083333,2,0,1700.0,705.401828,0.0,12
C10789,23.276656,0.636364,796.56,0.0,796.56,0.0,1.0,0.0,1.0,0.0,0,13,4000.0,102.895907,0.636364,12
C11999,4626.278300999999,1.0,0.0,0.0,0.0,9579.677222,0.0,0.0,0.0,0.5,9,0,5000.0,633.691762,0.0,6
C18538,1016.52185,0.909091,44.0,44.0,0.0,1069.450087,0.083333,0.083333,0.0,0.166667,4,1,1200.0,4080.4725380000004,0.0,12
C18845,42.577756,0.909091,4061.96,4061.96,0.0,0.0,0.916667,0.916667,0.0,0.0,0,35,500.0,92.058823,0.75,12
C15735,1167.254965,1.0,499.92,0.0,499.92,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1358.434639,0.0,12
C10662,5347.377116,0.545455,0.0,0.0,0.0,9671.336737,0.0,0.0,0.0,0.083333,1,0,10500.0,3614.801495,0.0,12
C18839,2.8928529999999997,0.181818,52.68,0.0,52.68,0.0,0.166667,0.0,0.166667,0.0,0,2,500.0,124.72421100000001,1.0,12
C14013,1509.5251779999999,1.0,0.0,0.0,0.0,1784.0237120000002,0.0,0.0,0.0,0.25,5,0,3500.0,518.481808,0.0,12
C10242,2229.8572870000003,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,628.2110309999999,0.0,12
C14338,1268.809031,0.272727,17945.0,17945.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,18000.0,1149.747342,0.0,12
C14948,1747.359784,1.0,0.0,0.0,0.0,413.38083,0.0,0.0,0.0,0.333333,8,0,1800.0,755.249544,0.0,12
C13501,8161.84873,1.0,5519.0,4986.43,532.57,0.0,1.0,1.0,0.583333,0.0,0,91,9000.0,4650.41017,0.0,12
C14277,1044.704008,1.0,1142.6,346.0,796.6,0.0,1.0,0.333333,1.0,0.0,0,61,5000.0,249.300419,0.083333,12
C11081,140.34933600000002,0.363636,1042.52,1042.52,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,260.06674100000004,0.5,12
C17518,71.431411,1.0,2068.41,0.0,2068.41,0.0,1.0,0.0,1.0,0.0,0,27,2500.0,59.522727,0.25,12
C13084,5030.927831,1.0,99.0,99.0,0.0,2999.769235,0.166667,0.166667,0.0,0.583333,10,2,6000.0,1143.067027,0.0,12
C18695,174.228543,0.727273,3407.57,3276.57,131.0,0.0,0.583333,0.583333,0.166667,0.0,0,25,3000.0,226.156063,0.714286,12
C18888,267.401555,1.0,156.6,0.0,156.6,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,1221.503449,0.0,12
C17808,90.582466,1.0,809.79,0.0,809.79,0.0,1.0,0.0,1.0,0.0,0,44,2700.0,175.058479,0.916667,12
C16333,161.576879,0.909091,194.0,59.0,135.0,0.0,0.416667,0.083333,0.333333,0.0,0,6,5000.0,197.425096,0.1,12
C11243,653.0048820000001,0.818182,2035.29,1259.58,775.71,0.0,0.75,0.5,0.5,0.0,0,29,9500.0,319.68028300000003,0.0,12
C14838,3157.715309,1.0,548.79,548.79,0.0,3075.115015,0.583333,0.583333,0.0,0.166667,5,48,3500.0,852.2007050000001,0.083333,12
C16929,177.551278,0.636364,66.25,0.0,66.25,0.0,0.416667,0.0,0.416667,0.0,0,5,2500.0,3116.67911,0.0,12
C16608,33.535261,1.0,319.98,0.0,319.98,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,88.798002,1.0,6
C13996,3912.3447170000004,1.0,2080.66,672.48,1408.18,1829.7121530000002,1.0,0.166667,1.0,0.166667,5,42,6000.0,888.469097,0.0,12
C13802,3012.178613,1.0,27790.42,14605.99,13184.43,469.07493700000003,1.0,0.666667,1.0,0.083333,1,79,12000.0,569.4013980000001,0.727273,12
C18282,933.9283029999999,1.0,0.0,0.0,0.0,570.7189480000001,0.0,0.0,0.0,0.583333,19,0,2000.0,358.446917,0.0,12
C11384,162.905422,0.727273,1600.0,0.0,1600.0,0.0,0.666667,0.0,0.666667,0.0,0,8,6000.0,156.243291,0.666667,12
C10106,23.394410999999998,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,54.79166,0.0,12
C10330,0.47871400000000003,0.090909,734.97,159.0,575.97,0.0,0.833333,0.083333,0.75,0.0,0,16,6000.0,,0.0,12
C15350,5829.92767,1.0,0.0,0.0,0.0,306.064982,0.0,0.0,0.0,0.25,4,0,6500.0,2351.635775,0.0,12
C10650,1670.928797,1.0,794.52,794.52,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,1750.0,1196.302503,0.0,12
C12963,967.1776789999999,1.0,208.4,0.0,208.4,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,846.724721,0.0,12
C16195,525.3186,0.9,1604.97,0.0,1604.97,0.0,0.9,0.0,0.8,0.0,0,9,1000.0,459.83102599999995,0.0,10
C15312,114.36198799999998,0.727273,2141.32,98.0,2043.32,0.0,0.666667,0.083333,0.666667,0.0,0,13,6500.0,47.676403,0.0,12
C18632,1157.568538,1.0,329.0,37.0,292.0,0.0,0.666667,0.083333,0.666667,0.0,0,9,2500.0,567.9423360000001,0.0,12
C16306,1455.736956,1.0,1171.88,1171.88,0.0,19.619460999999998,0.363636,0.363636,0.0,0.090909,1,25,3700.0,343.00627099999997,0.0,11
C17096,776.585568,1.0,773.36,119.8,653.56,0.0,0.333333,0.083333,0.25,0.0,0,7,3000.0,233.84350099999997,0.0,12
C17732,2112.63873,1.0,0.0,0.0,0.0,584.940187,0.0,0.0,0.0,0.25,5,0,3500.0,746.131674,0.0,12
C12943,409.194212,0.545455,1213.23,1213.23,0.0,1751.419465,0.25,0.25,0.0,0.416667,8,9,6000.0,178.41683799999998,0.0,12
C10345,2324.086254,0.909091,0.0,0.0,0.0,1600.7580779999998,0.0,0.0,0.0,0.909091,13,0,2300.0,2077.873573,0.0,11
C12715,1601.692049,1.0,61.46,0.0,61.46,0.0,0.25,0.0,0.25,0.0,0,6,4000.0,512.7597049999999,0.0,12
C13478,1003.7749210000001,1.0,161.27,161.27,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,1200.0,368.466873,0.0,12
C15556,268.82613,0.454545,0.0,0.0,0.0,2793.801452,0.0,0.0,0.0,0.166667,2,0,6000.0,156.15973200000002,1.0,12
C17551,1243.6865699999998,1.0,221.72,0.0,221.72,1324.264801,0.916667,0.0,0.916667,0.333333,5,26,1700.0,554.297666,0.0,12
C15111,3092.189629,1.0,60.82,0.0,60.82,2361.473149,0.25,0.0,0.166667,0.5,17,3,3500.0,889.4852380000001,0.0,12
C10480,223.772475,1.0,3654.08,291.41,3362.67,0.0,1.0,0.166667,1.0,0.0,0,32,2500.0,180.338402,0.333333,12
C17368,366.084233,0.909091,1167.39,1167.39,0.0,200.106907,0.5,0.5,0.0,0.083333,3,16,2500.0,206.511825,0.0,12
C11125,72.25191099999999,0.727273,665.5,228.0,437.5,0.0,0.416667,0.166667,0.333333,0.0,0,12,4000.0,106.63213300000001,0.5,12
C14728,5376.083101,1.0,0.0,0.0,0.0,2293.529361,0.0,0.0,0.0,0.333333,8,0,5500.0,12449.67391,0.0,12
C14484,1087.574994,1.0,0.0,0.0,0.0,108.26008700000001,0.0,0.0,0.0,0.083333,1,0,1200.0,226.855527,0.0,12
C10009,1014.9264730000001,1.0,861.49,661.49,200.0,0.0,0.333333,0.083333,0.25,0.0,0,5,7000.0,311.963409,0.0,12
C14044,189.98582,0.666667,369.0,0.0,369.0,991.0983699999999,0.666667,0.0,0.5,0.166667,1,6,2500.0,101.339007,0.0,6
C10104,0.0,0.0,0.0,0.0,0.0,89.84900400000001,0.0,0.0,0.0,0.14285699999999998,1,0,3000.0,,0.0,7
C13509,1088.996599,1.0,0.0,0.0,0.0,2475.856774,0.0,0.0,0.0,0.75,10,0,2500.0,214.292795,0.0,8
C12595,50.006512,0.454545,701.25,0.0,701.25,0.0,0.333333,0.0,0.25,0.0,0,5,3500.0,132.939468,1.0,12
C16289,1194.8856640000001,1.0,365.5,365.5,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,1200.0,1362.30698,0.0,12
C11464,19.945714000000002,0.272727,170.0,170.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6500.0,166.057617,1.0,12
C11232,6.824905,0.090909,0.0,0.0,0.0,1150.890874,0.0,0.0,0.0,0.083333,1,0,1200.0,,0.0,12
C16421,330.707721,0.545455,56.4,56.4,0.0,1680.2319320000001,0.083333,0.083333,0.0,0.166667,3,1,4000.0,205.305914,0.5,12
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,256.848991,0.0,12
C14470,5259.14039,0.8888889999999999,2659.35,813.0,1846.35,4851.392018,0.8888889999999999,0.22222199999999998,0.777778,0.333333,34,38,6000.0,4538.5425829999995,0.0,9
C11710,3414.977831,1.0,2219.55,1695.03,524.52,950.424076,0.916667,0.75,0.75,0.583333,10,33,5000.0,893.816089,0.0,12
C16030,1984.6364640000002,1.0,0.0,0.0,0.0,4436.713078,0.0,0.0,0.0,0.44444399999999995,7,0,5000.0,348.744106,0.0,9
C13095,3473.4632770000003,1.0,1182.95,718.75,464.2,0.0,1.0,0.583333,1.0,0.0,0,36,6000.0,1243.191013,0.0,12
C13190,2089.451704,1.0,1256.49,879.61,376.88,1381.853089,0.666667,0.583333,0.5,0.166667,2,32,2500.0,1072.394817,0.090909,12
C10786,815.4276150000001,1.0,1936.01,1471.04,464.97,232.292989,0.916667,0.5,1.0,0.083333,1,27,2000.0,232.07686600000002,0.0,12
C16441,2269.9780539999997,0.909091,0.0,0.0,0.0,3617.843539,0.0,0.0,0.0,0.272727,4,0,3500.0,576.331228,0.0,11
C12199,309.150506,1.0,3157.86,1178.02,1979.84,0.0,1.0,0.916667,1.0,0.0,0,31,7000.0,170.01038400000002,0.833333,12
C13710,132.471933,1.0,1767.75,500.0,1267.75,0.0,0.916667,0.083333,0.833333,0.0,0,12,6000.0,169.68483799999998,1.0,12
C12347,6887.915143000001,1.0,4340.42,3608.17,732.25,7028.901031,1.0,1.0,0.916667,0.833333,29,59,11500.0,1688.7105210000002,0.083333,12
C14194,1409.2067630000001,1.0,143.5,143.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,300.764907,0.0,12
C17910,50.004286,1.0,341.14,0.0,341.14,0.0,1.0,0.0,1.0,0.0,0,23,3000.0,135.58233,0.0,12
C11719,2257.542109,1.0,0.0,0.0,0.0,1082.684755,0.0,0.0,0.0,0.083333,1,0,3000.0,659.553866,0.0,12
C11790,1597.521193,1.0,211.07,0.0,211.07,994.167915,0.5,0.0,0.416667,0.083333,1,6,5000.0,665.357143,0.0,12
C11079,1268.144319,1.0,0.0,0.0,0.0,1331.166485,0.0,0.0,0.0,0.428571,5,0,1500.0,206.737107,0.0,7
C14143,136.83936599999998,0.636364,1133.54,1133.54,0.0,0.0,0.25,0.25,0.0,0.0,0,4,16500.0,234.303131,0.428571,12
C16824,1635.964498,1.0,0.0,0.0,0.0,158.91945900000002,0.0,0.0,0.0,0.333333,6,0,1700.0,488.488878,0.0,12
C17170,48.578408,1.0,673.1,646.61,26.49,0.0,1.0,1.0,0.083333,0.0,0,18,6000.0,186.73595600000002,1.0,12
C14607,3258.237364,1.0,921.12,521.14,399.98,0.0,0.75,0.5,0.5,0.0,0,14,6200.0,1011.025921,0.0,12
C13031,6.1492949999999995,0.181818,169.01,0.0,169.01,0.0,0.25,0.0,0.25,0.0,0,3,10000.0,128.525835,0.666667,12
C15092,798.693995,1.0,0.0,0.0,0.0,1865.808018,0.0,0.0,0.0,0.666667,11,0,3000.0,301.842645,0.0,12
C11563,1589.41431,1.0,118.79,118.79,0.0,2176.940929,0.416667,0.416667,0.0,0.166667,5,5,4000.0,487.369259,0.0,12
C12180,4478.312669,1.0,2461.9,2461.9,0.0,202.81616699999998,0.166667,0.166667,0.0,0.166667,2,13,5000.0,1143.9390640000001,0.0,12
C10897,11654.55492,1.0,463.0,74.0,389.0,3096.807933,0.583333,0.083333,0.416667,0.416667,17,7,12500.0,5148.045052,0.0,12
C11648,4060.966003,1.0,823.1,407.0,416.1,0.0,0.5,0.166667,0.333333,0.0,0,13,11500.0,1220.5291710000001,0.0,12
C13480,670.425221,1.0,349.0,0.0,349.0,0.0,0.166667,0.0,0.083333,0.0,0,2,1950.0,218.13896400000002,0.0,12
C14968,15.307062,1.0,71.52,0.0,71.52,0.0,1.0,0.0,0.833333,0.0,0,6,1500.0,69.3025,0.25,6
C12894,1485.081634,1.0,48.22,48.22,0.0,106.22470200000001,0.083333,0.083333,0.0,0.083333,1,1,1700.0,542.822761,0.0,12
C14947,1906.703614,1.0,780.0,0.0,780.0,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,598.6491980000001,0.0,12
C14534,4408.242337,1.0,324.3,324.3,0.0,3965.9225810000003,0.083333,0.083333,0.0,0.666667,16,2,7000.0,1302.96803,0.166667,12
C15882,47.162463,0.909091,1276.72,810.0,466.72,0.0,0.416667,0.083333,0.333333,0.0,0,5,6000.0,94.668806,0.166667,12
C13001,241.09726400000002,1.0,790.6,63.9,726.7,0.0,1.0,0.083333,1.0,0.0,0,42,1500.0,168.169675,0.166667,12
C12757,2478.0861579999996,0.727273,531.48,0.0,531.48,6394.9235850000005,0.333333,0.0,0.25,0.083333,1,7,7000.0,772.60429,0.25,12
C11661,5344.347568,1.0,270.02,270.02,0.0,139.701781,0.083333,0.083333,0.0,0.166667,2,2,6000.0,2425.1977920000004,0.0,12
C17770,1361.815512,1.0,1309.72,1106.81,202.91,814.086208,0.916667,0.75,0.916667,0.75,9,53,1700.0,585.993296,0.0,12
C17121,1062.485488,1.0,0.0,0.0,0.0,1356.0703640000002,0.0,0.0,0.0,0.166667,2,0,6500.0,299.351881,0.166667,12
C12337,815.8321950000001,0.5,211.22,83.0,128.22,3214.78962,0.6,0.1,0.5,0.2,23,6,3500.0,168.230369,0.0,10
C11646,70.457831,0.818182,1146.59,650.78,495.81,0.0,0.666667,0.166667,0.5,0.0,0,14,4500.0,82.491959,0.5,12
C12513,7593.590618000001,1.0,0.0,0.0,0.0,3843.962731,0.0,0.0,0.0,0.083333,2,0,8000.0,2012.365718,0.0,12
C14029,316.095114,1.0,89.96,0.0,89.96,0.0,0.416667,0.0,0.416667,0.0,0,5,4700.0,202.370136,0.0,12
C11111,3409.130731,1.0,0.0,0.0,0.0,4459.741851,0.0,0.0,0.0,0.666667,14,0,6000.0,1023.380975,0.0,12
C10840,3405.005439,1.0,8.4,8.4,0.0,0.0,1.0,1.0,0.0,0.0,0,12,10500.0,795.091125,0.0,12
C16496,54.055547999999995,0.636364,548.02,0.0,548.02,0.0,0.416667,0.0,0.333333,0.0,0,8,4000.0,111.441098,0.4,12
C16939,339.039307,1.0,345.66,45.65,300.01,0.0,0.75,0.083333,0.75,0.0,0,10,1000.0,294.47697999999997,0.0,12
C11595,18.218714000000002,0.272727,89.0,0.0,89.0,0.0,0.083333,0.0,0.083333,0.0,0,1,4000.0,173.068884,1.0,12
C16974,2347.4860949999998,1.0,0.0,0.0,0.0,1957.749127,0.0,0.0,0.0,0.428571,9,0,2950.0,3743.011386,0.0,7
C11090,56.536572,1.0,499.92,0.0,499.92,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,194.502845,0.416667,12
C15161,62.99684499999999,1.0,779.7,290.0,489.7,0.0,1.0,0.166667,0.833333,0.0,0,14,9000.0,155.518201,0.5,12
C11190,4550.717686999999,1.0,2094.99,1357.0,737.99,2392.186586,1.0,0.5,1.0,0.166667,2,23,7600.0,1091.281356,0.0,12
C11588,1787.535327,1.0,0.0,0.0,0.0,5566.777503,0.0,0.0,0.0,0.25,8,0,7500.0,461.680587,0.0,12
C10484,4458.0551590000005,1.0,0.0,0.0,0.0,2806.959645,0.0,0.0,0.0,0.583333,18,0,7500.0,1189.693931,0.0,12
C11266,408.732898,0.272727,0.0,0.0,0.0,4799.003911,0.0,0.0,0.0,0.083333,1,0,5000.0,678.362107,1.0,12
C13132,1394.445085,1.0,0.0,0.0,0.0,279.693602,0.0,0.0,0.0,0.333333,4,0,1600.0,510.935129,0.0,12
C10302,5790.930625999999,1.0,464.51,399.41,65.1,2516.727082,0.416667,0.25,0.166667,0.166667,6,10,6000.0,2092.915898,0.0,12
C12566,705.645246,1.0,1325.21,1017.21,308.0,0.0,0.75,0.583333,0.416667,0.0,0,14,3000.0,227.00465699999998,0.0,12
C16652,7337.853622,1.0,0.0,0.0,0.0,3889.579805,0.0,0.0,0.0,0.75,21,0,9000.0,2075.774372,0.0,12
C18786,117.34488300000001,1.0,661.3,0.0,661.3,477.825546,1.0,0.0,0.9,0.1,1,13,1200.0,150.940292,0.25,10
C15055,229.878735,0.272727,0.0,0.0,0.0,928.309409,0.0,0.0,0.0,0.090909,1,0,3000.0,203.285024,0.0,11
C13770,6644.829229999999,1.0,0.0,0.0,0.0,2557.006793,0.0,0.0,0.0,0.25,9,0,7600.0,2284.3609149999997,0.0,12
C11199,76.059828,1.0,927.1,927.1,0.0,0.0,1.0,1.0,0.0,0.0,0,12,1500.0,163.26537199999999,1.0,12
C18700,2046.727519,0.818182,1369.72,422.44,947.28,1817.810563,0.75,0.166667,0.666667,0.166667,4,17,2500.0,10729.19416,0.0,12
C12297,1380.7285650000001,1.0,0.0,0.0,0.0,126.63711599999999,0.0,0.0,0.0,0.166667,3,0,1500.0,515.444012,0.0,12
